GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
231.6,-2.17,07 18 27,-17 34 40,3,3,Teutsch 49,OC   ,     ,                                ,"REF327,REF322,REF783                           ",6337
231.79,-0.58,07 24 42,-17 00 10,6,5,Haffner 9,OC   ,     ,dynamically advanced            ,"REF239,REF792,REF1037,REF3032,REF3033,REF3416  ",6339
231.81,16.24,08 24 30,-08 33 32,140,140,AT 4,OC   ,     ,                                ,"REF891,REF813,REF7999,REF8003                  ",6340
231.85,4.05,07 41 44,-14 48 48,24,24,M 46,OC   ,     ,inc planetary nebula NGC 2438   ,"REF239,REF1020                                 ",6341
231.99,-6.15,07 04 15,-19 45 15,3.5,3,Auner 1,OC   ,     ,related to Canis Majoris Dwarf? ,"REF234,REF886,REF1037                          ",6344
232.02,1.98,07 34 33,-15 58 22,7,7,FSR 1243,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",6345
232.04,2.69,07 37 11,-15 38 48,15,15,Ruprecht 26,OC   ,     ,                                ,"REF239,REF985,REF782,REF1020                   ",6346
232.33,-7.31,07 00 28,-20 33 59,6,6,Tombaugh 1,OC   ,     ,                                ,"REF239,REF302,REF1020,REF3032,REF3033          ",6351
232.54,-5.86,07 06 26,-20 06 00,6,6,Ruprecht 10,OC   ,     ,                                ,"REF239,REF782                                  ",6355
232.83,-6.88,07 03 06,-20 49 10,5,5,Tombaugh 2,OC   ,     ,related to Canis Major Dwarf?   ,"REF239,REF739,REF1020,REF1037                  ",6361
232.91,19.86,08 39 07,-07 32 04,6,6,FSR 1251,OC   ,     ,rather faint stars              ,REF507                                         ,6363
233.05,3.25,07 41 16,-16 15 04,14,12,Ruprecht 151,OC   ,     ,                                ,REF239                                         ,6366
233.06,2.71,07 39 21,-16 31 17,14,9,NGC 2428,OC   ,     ,                                ,"REF226,REF985                                  ",6367
233.07,-1.82,07 22 38,-18 42 28,7.5,7.5,FSR 1252,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",6368
233.23,-0.93,07 26 17,-18 25 55,6,6,FSR 1253,OC   ,     ,                                ,"REF507,REF778                                  ",6369
233.25,-5.97,07 07 21,-20 47 28,3.5,3.5,Ruprecht 11,OC   ,     ,                                ,REF239                                         ,6370
233.45,-0.35,07 28 52,-18 21 00,10,10,Haffner 24,OC   ,lPOCR,                                ,"REF239,REF1015                                 ",6373
233.7,-2.63,07 20 53,-19 38 51,4.5,4.5,FSR 1255,OC   ,lPOCR,contaminated                    ,REF507                                         ,6379
233.72,11.12,08 10 42,-12 49 38,22,22,NGC 2539,OC   ,     ,                                ,REF239                                         ,6380
233.82,-2.12,07 23 04,-19 30 21,10,10,Ruprecht 16,OC   ,     ,                                ,"REF239,REF385                                  ",6384
234.3,-11.18,06 49 01,-23 59 46,4,3,Berkeley 75,OC   ,     ,                                ,REF239                                         ,6390
234.32,-4.64,07 14 31,-21 07 12,22,22,ASCC 36,OC   ,     ,                                ,REF306                                         ,6392
234.94,4.52,07 49 47,-17 15 00,2.8,2.8,Ruprecht 37,OC   ,     ,advanced dynamical stage        ,"REF239,REF782,REF3417                          ",6412
235.26,-2.45,07 24 42,-20 56 30,9,7,NGC 2383,OC   ,     ,                                ,"REF239,REF477                                  ",6421
235.29,-0.05,07 33 43,-19 48 39,10,10,FSR 1264,OC   ,lPOCR,                                ,REF507                                         ,6422
235.38,-2.39,07 25 09,-21 01 12,8,4,NGC 2384,OC   ,     ,                                ,"REF239,REF477                                  ",6426
235.38,0.14,07 34 39,-19 47 56,3,3,Teutsch 61,OC   ,     ,                                ,"REF1070,REF778,REF1020,REF3033                 ",6427
235.46,1.78,07 40 54,-19 04 09,8,8,NGC 2432,OC   ,     ,                                ,"REF239,REF507,REF728,REF1020,REF3032,REF3033   ",6430
235.6,-1.57,07 28 42,-20 49 32,10,8,ESO 559-13,OC   ,     ,                                ,"REF234,REF1015                                 ",6440
235.64,-2.28,07 26 05,-21 11 03,6,6,FSR 1270,OC   ,     ,contaminated                    ,REF507                                         ,6442
235.99,5.38,07 55 07,-17 43 05,11,11,NGC 2479,OC   ,     ,                                ,"REF239,REF731,REF1020,REF3032,REF3033          ",6449
236.06,-4.62,07 18 02,-22 39 42,8,8,Haffner 5,OC   ,     ,                                ,"REF239,REF1013,REF3032,REF3033                 ",6451
236.27,0.28,07 36 59,-20 30 35,7,5,Czernik 31,OC   ,     ,                                ,"REF239,REF792                                  ",6453
236.28,0.06,07 36 14,-20 37 20,10,9,NGC 2421,OC   ,     ,                                ,"REF239,REF1024,REF3032,REF3033                 ",6455
236.4,-2.16,07 28 06,-21 47 46,1,49,FSR 1275,OC   ,     ,                                ,"REF507,REF778,REF3033                          ",6457
236.68,-8.73,07 03 11,-25 03 00,108,108,ASCC 33,OC   ,     ,                                ,REF306                                         ,6465
236.76,-19.35,06 19 30,-29 21 50,22,22,MWSC 5668,OC   ,     ,                                ,REF1098                                        ,6467
236.78,-6.26,07 13 05,-24 02 46,9,9,NGC 2352,OC   ,     ,                                ,"REF226,REF234,REF667                           ",6468
237.17,2.15,07 45 53,-20 22 13,6,6,Ruprecht 34,OC   ,     ,                                ,"REF239,REF782                                  ",6475
237.49,19.76,08 48 23,-11 10 59,11,11,FSR 1280,OC   ,     ,                                ,REF507                                         ,6488
237.49,18.93,08 45 36,-11 39 07,16,16,MWSC 5029,OC   ,     ,                                ,REF1098                                        ,6489
237.65,-55.7,03 28 12,-35 54 00,53,53,Alessi 13,OC   ,     ,                                ,"REF298,REF891,REF963,REF913,REF1732            ",6497
237.69,-5.45,07 18 04,-24 28 48,19,19,ASCC 37,OC   ,     ,                                ,REF306                                         ,6498
237.84,5.84,08 00 49,-19 03 18,11,9,NGC 2509,OC   ,     ,                                ,"REF239,REF887,REF1020                          ",6508
237.88,-9.6,07 01 59,-26 30 12,65,65,Alessi 33,OC   ,     ,                                ,"REF298,REF306,REF891,REF913                    ",6510
237.88,-3.8,07 24 51,-23 52 30,4,4,FSR 1283,OC   ,lPOCR,                                ,REF507                                         ,6511
237.9,-8.1,07 08 03,-25 51 55,6,4,Ruprecht 13,OC   ,lPOCR,                                ,"REF239,REF385                                  ",6513
237.95,-1.72,07 33 00,-22 57 00,36,36,ASCC 39,OC   ,     ,                                ,REF306                                         ,6516
237.96,-14.97,06 40 02,-28 47 14,12,12,FSR 1285,OC   ,     ,                                ,REF507                                         ,6517
238.07,-2.39,07 30 41,-23 22 34,4,4,Ruprecht 23,OC   ,     ,                                ,"REF239,REF507,REF782,REF3033                   ",6518
238.17,3.62,07 53 24,-20 29 05,4.5,4.5,Teutsch 99,OC   ,     ,                                ,REF1070                                        ,6519
238.21,-3.33,07 27 21,-23 57 30,7,5,Trumpler 7,OC   ,     ,galaxy superimposed             ,"REF239,REF3032,REF3033                         ",6521
238.23,-8.11,07 08 37,-26 09 28,5,5,FSR 1289,OC   ,     ,bright star nearby              ,REF507                                         ,6522
238.33,-3.64,07 26 25,-24 12 23,7,7,Trumpler 6,OC   ,     ,                                ,"REF239,REF507,REF728,REF1015,REF3033           ",6525
238.36,2.32,07 49 04,-21 18 17,12,12,NGC 2455,OC   ,lPOCR,                                ,"REF239,REF667                                  ",6527
238.36,5.91,08 02 11,-19 27 42,5,5,Ruprecht 46,OC   ,     ,core?                           ,"REF239,REF302,REF298                           ",6528
238.37,-6.79,07 14 09,-25 41 50,18,18,NGC 2354,OC   ,     ,                                ,"REF239,REF3032,REF3033                         ",6529
238.75,-1.17,07 36 47,-23 23 17,1.5,1.5,Ruprecht 25,OC   ,     ,core?                           ,REF239                                         ,6542
239.07,-20.51,06 17 59,-31 47 55,22,22,MWSC 5667,OC   ,     ,                                ,REF1098                                        ,6558
239.3,28.47,09 21 04,-07 28 19,24,24,MWSC 5042,OC   ,     ,                                ,REF1098                                        ,6563
239.32,2.32,07 51 07,-22 07 50,4,4,FSR 1294,OC   ,lPOCR,                                ,REF507                                         ,6564
239.38,11.1,08 22 56,-17 32 00,7,7,FSR 1295,OC   ,     ,contaminated                    ,REF507                                         ,6568
239.48,-18.01,06 29 35,-31 17 11,7,6,NGC 2243,OC   ,     ,                                ,"REF239,REF1020                                 ",6570
239.73,2.4,07 52 20,-22 26 42,1.8,1.8,Ruprecht 39,OC   ,cPOCR,                                ,REF239                                         ,6583
239.8,2.72,07 53 39,-22 20 22,10,10,FSR 1298,OC   ,     ,                                ,"REF507,REF1020                                 ",6584
239.93,-9.3,07 07 10,-28 11 27,8,8,Ruprecht 12,OC   ,lPOCR,galaxy ESO 427-G034 at edge     ,REF239                                         ,6590
240.04,0.13,07 44 32,-23 51 40,22,22,M 93,OC   ,     ,                                ,"REF239,REF1020                                 ",6593
240.54,-0.5,07 43 11,-24 36 36,9,9,Teutsch 213,OC   ,     ,                                ,"REF913,REF1070                                 ",6606
240.77,3.65,07 59 20,-22 41 32,7,5,ESO 561-5,OC   ,     ,                                ,"REF234,REF1015,REF3418                         ",6610
240.78,-0.23,07 44 44,-24 41 09,13,6,NGC 2448,OC   ,     ,                                ,"REF226,REF234,REF985                           ",6611
241.08,-3.08,07 34 23,-26 20 51,5,5,FSR 1302,OC   ,     ,contaminated                    ,REF507                                         ,6618
241.42,-2.56,07 37 11,-26 23 23,1.3,1,Alessi 18,OC   ,     ,faint                           ,"REF298,REF891                                  ",6624
241.56,-2.53,07 37 35,-26 30 02,14,14,Ruprecht 27,OC   ,     ,                                ,"REF239,REF507,REF782,REF3032,REF3033           ",6627
241.57,-0.58,07 45 09,-25 32 50,10,10,Ruprecht 32,OC   ,     ,incl. reflection neb. Munch 13  ,REF239                                         ,6628
241.63,11.58,08 29 49,-19 05 42,14,12,Ruprecht 157,OC   ,     ,                                ,"REF239,REF1015                                 ",6629
241.64,2.03,07 55 14,-24 16 30,13,13,NGC 2482,OC   ,     ,                                ,REF239                                         ,6630
241.79,7.6,08 16 00,-21 26 09,5,5,FSR 1307,OC   ,     ,                                ,REF507                                         ,6634
242.08,0.23,07 49 23,-25 34 07,10,10,FSR 1308,OC   ,     ,                                ,REF507                                         ,6635
242.09,0.47,07 50 21,-25 27 25,5,5,Haffner 16,OC   ,     ,                                ,"REF239,REF3033                                 ",6637
242.32,-0.1,07 48 40,-25 57 04,2.5,1.5,Haffner 25,OC   ,     ,                                ,"REF239,REF1013                                 ",6639
242.39,-3.53,07 35 26,-27 42 35,6,6,Haffner 11,OC   ,     ,                                ,"REF239,REF766,REF1020                          ",6640
242.66,-6.8,07 22 55,-29 29 45,4.5,4.5,Haffner 7,OC   ,     ,                                ,"REF239,REF1015,REF3033,REF3415                 ",6650
242.75,4.89,08 08 24,-23 42 25,2.4,2.4,Gaia 6,OC   ,     ,"d=2.4kpc, Mv=0.2                ",REF3091                                        ,6652
242.9,-6.85,07 23 12,-29 43 08,2,2,Gaia 5,OC   ,     ,"d=6.8kpc, Mv=-0.1               ",REF309                                         ,6655
243.06,1.29,07 55 41,-25 52 40,7,6,Trumpler 9,OC   ,     ,                                ,"REF239,REF1020                                 ",6660
243.27,33.62,09 45 51,-07 00 04,23,23,MWSC 5051,OC   ,     ,                                ,REF1098                                        ,6673
243.28,-0.93,07 47 37,-27 11 48,5,5,NGC 2453,OC   ,     ,                                ,REF239                                         ,6674
243.32,1.63,07 57 36,-25 55 08,3.5,3.5,Ruprecht 42,OC   ,     ,                                ,REF239                                         ,6676
243.78,0.36,07 53 49,-26 58 06,7,7,Ruprecht 41,OC   ,     ,                                ,"REF239,REF782,REF3033                          ",6686
243.99,-1.14,07 48 26,-27 54 50,5,5,Teutsch 25,OC   ,     ,                                ,"REF1070,REF778                                 ",6689
244.01,-2.06,07 44 51,-28 24 10,9,9,Haffner 14,OC   ,     ,                                ,"REF239,REF1015,REF3033                         ",6690
244.44,-2.98,07 42 11,-29 13 41,4.5,4.5,FSR 1320,OC   ,     ,                                ,REF507                                         ,6691
244.56,12.87,08 41 24,-20 40 57,140,140,UBC 21,OC   ,     ,                                ,REF8003                                        ,6694
244.58,-0.55,07 52 07,-28 07 21,7,7,SAI 81,OC   ,     ,                                ,REF778                                         ,6695
244.64,-6.75,07 27 21,-31 12 17,6,6,Cmg 1042,OC   ,     ,                                ,REF1620                                        ,6699
244.72,2.26,08 03 16,-26 46 15,3.5,3.5,Ruprecht 49,OC   ,     ,                                ,REF239                                         ,6700
244.74,-0.38,07 53 06,-28 10 12,21,21,ASCC 43,OC   ,     ,                                ,REF306                                         ,6701
244.8,0.25,07 55 43,-27 53 50,12,10,NGC 2483,OC   ,     ,                                ,REF239                                         ,6702
244.84,1.64,08 01 11,-27 12 28,4,3,Haffner 21,OC   ,     ,galaxy at north edge            ,REF239                                         ,6703
244.94,1.08,07 59 16,-27 35 06,4,4,ESO 494-9,OC   ,lPOCR,                                ,"REF234,REF1015                                 ",6706
245,-3.72,07 40 30,-30 04 44,19,19,Haffner 13,OC   ,     ,                                ,REF239                                         ,6708
245.73,0.49,07 58 51,-28 34 00,7,7,Ruprecht 44,OC   ,     ,"in Puppis OB, PupOB2            ",REF239                                         ,6718
245.82,3.58,08 10 54,-26 59 52,18,18,Ruprecht 53,OC   ,     ,                                ,REF239                                         ,6721
245.88,-1.72,07 50 30,-29 50 45,4,4,Czernik 32,OC   ,     ,                                ,"REF239,REF792,REF1020,REF3032,REF3033          ",6724
246.07,1.85,08 04 57,-28 08 20,15,12,NGC 2527,OC   ,     ,                                ,REF239                                         ,6726
246.12,0.36,07 59 17,-28 58 15,3,3,Ruprecht 43,OC   ,     ,                                ,"REF239,REF1038                                 ",6728
246.25,-0.04,07 58 00,-29 17 06,11,11,Turner 12,OC   ,     ,                                ,REF298                                         ,6730
246.31,-0.13,07 57 50,-29 23 03,10,10,Turner 13a,OC   ,     ,includes cepheid V620 Pup       ,REF1038                                        ,6731
246.32,4.37,08 15 05,-26 58 25,6,6,Ruprecht 57,OC   ,     ,                                ,REF239                                         ,6732
246.42,-4.04,07 42 25,-31 28 21,6,6,Ruprecht 30,OC   ,     ,                                ,"REF239,REF920                                  ",6735
246.5,-5.4,07 37 02,-32 12 00,2.3,1.5,ESO 429-5,OC   ,     ,"core, galaxy superimposed       ","REF234,REF1015                                 ",6738
246.66,-3.25,07 46 13,-31 17 00,5,5,Ruprecht 35,OC   ,     ,                                ,"REF239,REF782,REF3415                          ",6739
246.71,-0.76,07 56 16,-30 03 43,11,11,NGC 2489,OC   ,     ,                                ,"REF239,REF748,REF1020,REF3032,REF3033,REF3414  ",6742
246.76,-10.75,07 14 46,-34 52 49,6,6,FSR 1332,OC   ,     ,                                ,REF507                                         ,6744
246.77,3.39,08 12 30,-27 53 35,7,7,Haffner 22,OC   ,     ,                                ,"REF239,REF1015,REF3032,REF3033                 ",6745
246.97,-0.92,07 56 16,-30 22 10,3,2.5,Haffner 20,OC   ,     ,                                ,REF239                                         ,6747
247.17,0.51,08 02 25,-29 46 38,3,2,ESO 430-9,OC   ,cPOCR,core                            ,"REF234,REF3418                                 ",6751
247.64,2.72,08 12 04,-28 58 51,7,7,FSR 1335,OC   ,     ,contaminated                    ,REF507                                         ,6759
247.7,-2.52,07 51 37,-31 48 51,5,5,Haffner 17,OC   ,     ,                                ,"REF239,REF1337,REF3032,REF3033                 ",6761
247.8,1.3,08 07 04,-29 53 02,9,9,NGC 2533,OC   ,     ,                                ,"REF239,REF3032,REF3033                         ",6765
247.9,-0.12,08 01 44,-30 43 45,6,6,FSR 1339,OC   ,     ,                                ,"REF507,REF3033                                 ",6770
247.94,-4.15,07 45 31,-32 50 34,6,5,Haffner 15,OC   ,     ,                                ,"REF239,REF3032,REF3033                         ",6772
248.12,-5.88,07 38 43,-33 50 40,4,3.5,AM 2,OC   ,     ,related to Canis Major Dwarf?   ,"REF248,REF1037                                 ",6777
248.13,-1.22,07 57 55,-31 30 34,5,5,FSR 1342,OC   ,     ,contaminated                    ,REF507                                         ,6779
248.2,0.12,08 03 27,-30 51 36,3.5,3,Ruprecht 50,OC   ,     ,                                ,REF239                                         ,6780
248.21,-3.94,07 47 03,-32 58 10,4.5,3.5,ESO 368-14,OC   ,lPOCR,                                ,"REF234,REF507,REF1015                          ",6781
248.25,-0.19,08 02 18,-31 04 26,5.5,5.5,Ruprecht 47,OC   ,lPOCR,                                ,"REF239,REF3033                                 ",6782
248.39,10.03,08 40 57,-25 24 07,6,6,FSR 1345,OC   ,     ,contaminated                    ,REF507                                         ,6785
248.45,-13.39,07 06 22,-37 28 53,30,30,Alessi 36,OC   ,     ,                                ,REF891                                         ,6787
248.53,-2.59,07 53 20,-32 33 30,3,3,SAI 83,OC   ,     ,                                ,REF778                                         ,6788
248.58,0.76,08 06 53,-30 50 13,12,12,ESO 430-18,OC   ,lPOCR,                                ,REF234                                         ,6790
248.83,-3.04,07 52 14,-33 02 27,3,3,SAI 82,OC   ,     ,                                ,REF778                                         ,6794
248.96,-4.13,07 48 03,-33 42 35,6,6,FSR 1347,OC   ,     ,                                ,"REF507,REF778,REF3032,REF3033                  ",6798
249.11,3.52,08 18 55,-29 45 40,14,11,NGC 2571,OC   ,     ,                                ,REF239                                         ,6807
249.12,-0.63,08 02 42,-32 02 28,3,3,Ruprecht 48,OC   ,     ,                                ,"REF239,REF778,REF3033                          ",6808
249.27,4.81,08 24 13,-29 09 40,8,8,Collinder 187,OC   ,     ,                                ,REF239                                         ,6818
249.34,-0.15,08 05 09,-31 58 19,3,2.5,Ruprecht 52,OC   ,lPOCR,                                ,"REF239,REF1015                                 ",6823
249.35,-25.07,06 10 25,-42 12 32,17,17,MWSC 5665,OC   ,     ,                                ,REF1098                                        ,6824
249.39,-5.25,07 44 22,-34 38 41,7,7,ESO 368-11,OC   ,     ,                                ,"REF234,REF507,REF778                           ",6825
249.43,4.49,08 23 27,-29 28 30,11,8,NGC 2587,OC   ,     ,                                ,"REF239,REF732,REF667,REF3412                   ",6827
249.63,2.32,08 15 39,-30 51 30,12,8,Haffner 26,OC   ,     ,                                ,REF239                                         ,6828
249.79,2.97,08 18 35,-30 37 55,10,9,NGC 2567,OC   ,     ,                                ,"REF239,REF1020,REF3032,REF3033                 ",6831
249.87,3.68,08 21 29,-30 18 30,8,8,NGC 2580,OC   ,     ,                                ,REF239                                         ,6832
249.88,-0.02,08 07 05,-32 21 26,3,2.5,BH 19,OC   ,     ,                                ,"REF233,REF1015                                 ",6833
249.96,15.22,09 03 06,-23 25 16,6.5,6.5,FSR 1355,OC   ,lPOCR,                                ,"REF507,REF3033                                 ",6836
249.98,-7.12,07 37 44,-36 03 51,3,2.5,BH 4,OC   ,     ,                                ,"REF233,REF887                                  ",6837
250.03,0.95,08 11 21,-31 56 48,6,6,Ruprecht 54,OC   ,     ,                                ,"REF239,REF778,REF782                           ",6839
250.08,-5.97,07 42 58,-35 35 50,3.5,2.5,Ruprecht 31,OC   ,     ,OC remnant                      ,"REF239,REF124                                  ",6842
250.28,-9.71,07 27 01,-37 31 16,4,4,DC 3,OC   ,     ,                                ,REF322                                         ,6846
250.33,0.83,08 11 37,-32 16 08,5.5,5.5,FSR 1357,OC   ,     ,contaminated                    ,REF507                                         ,6847
250.43,1.56,08 14 47,-31 56 54,7,7,Ruprecht 58,OC   ,     ,                                ,"REF239,REF1015,REF3032,REF3033                 ",6850
250.62,37.05,10 12 20,-09 10 40,14,14,MWSC 5062,OC   ,     ,                                ,REF1098                                        ,6853
250.64,8.88,08 42 53,-27 52 14,9,9,ESO 432-3,OC   ,     ,                                ,REF234                                         ,6854
250.66,0.79,08 12 21,-32 34 14,13,10,Ruprecht 55,OC   ,lPOCR,                                ,REF239                                         ,6856
250.87,-35.26,05 16 00,-45 14 12,5,5,ESO 252-14,OC   ,     ,                                ,REF234                                         ,6862
250.96,-2.84,07 58 21,-34 46 11,2,2,Kronberger 85,OC   ,     ,                                ,"REF327,REF778,REF628                           ",6864
251.08,-2.12,08 01 39,-34 29 25,5,5,FSR 1360,OC   ,     ,                                ,REF507                                         ,6869
251.4,-57.91,03 09 48,-42 52 53,24,24,MWSC 5604,OC   ,     ,high latitude cluster           ,REF1098                                        ,6877
251.56,-5,07 50 44,-36 23 19,14,14,FSR 1361,OC   ,     ,                                ,"REF507,REF1020,REF3032,REF3033                 ",6879
251.58,6.65,08 37 16,-29 57 32,11,9,NGC 2627,OC   ,     ,                                ,"REF239,REF1020,REF3032,REF3033                 ",6880
251.96,-18.03,06 50 39,-42 23 24,6,6,ESO 309-3,OC   ,lPOCR,                                ,"REF234,REF1015                                 ",6881
252.05,-6.72,07 44 27,-37 40 00,108,108,NGC 2451B,OC   ,     ,superimposed on NGC 2451        ,"REF203,REF310                                  ",6882
252.19,-0.62,08 10 39,-34 37 19,3,3,FSR 1363,OC   ,     ,"faint stars, incl. bright star  ",REF507                                         ,6884
252.28,2.45,08 23 12,-32 58 25,3.5,3.5,NGC 2588,OC   ,     ,                                ,REF239                                         ,6885
252.38,-6.73,07 45 15,-37 57 38,45,45,NGC 2451,OC   ,     ,superimposed on NGC 2451B       ,"REF239,REF310,REF3061,REF1733                  ",6887
252.55,-23.84,06 21 07,-44 42 33,13,13,NGC 2220,OC   ,     ,                                ,"REF226,REF234,REF667                           ",6888
252.64,15.09,09 09 56,-25 29 21,6.5,6.5,FSR 1366,OC   ,     ,                                ,REF507                                         ,6890
252.67,13.83,09 05 46,-26 19 34,8,8,FSR 1367,OC   ,     ,                                ,REF507                                         ,6891
253.01,-2.01,08 07 08,-36 03 48,4.4,4.4,Teutsch 50,OC   ,     ,                                ,"REF327,REF783                                  ",6895
253.06,0.93,08 19 20,-34 28 55,4,3,Ruprecht 59,OC   ,     ,                                ,REF239                                         ,6896
253.54,-5.29,07 54 30,-38 14 09,7,7,Ruprecht 152,OC   ,     ,                                ,"REF239,REF782                                  ",6902
253.56,-5.83,07 52 11,-38 31 42,27,27,NGC 2477,OC   ,     ,                                ,"REF239,REF1020                                 ",6903
253.59,-2.12,08 08 15,-36 36 33,6,6,SAI 86,OC   ,     ,                                ,REF778                                         ,6904
253.63,-0.31,08 15 50,-35 39 00,24,24,ASCC 45,OC   ,     ,                                ,REF306                                         ,6905
253.97,6.97,08 45 07,-31 39 00,7,7,Collinder 196,OC   ,     ,                                ,"REF239,REF1015                                 ",6911
254.01,0.25,08 19 10,-35 39 00,2.8,2.8,Ivanov 8,OC   ,     ,inc RSGs                        ,"REF110,REF120,REF1015                          ",6913
254.06,7.02,08 45 34,-31 41 00,5,5,Collinder 198,OC   ,     ,                                ,REF239                                         ,6915
254.17,2.13,08 27 10,-34 42 21,2.5,2.5,ESO 370-13,OC   ,lPOCR,                                ,"REF234,REF1015                                 ",6919
254.38,33.25,10 10 27,-14 02 29,23,23,MWSC 5060,OC   ,     ,                                ,REF1098                                        ,6921
254.56,6.07,08 43 28,-32 39 45,11,11,NGC 2658,OC   ,     ,                                ,"REF239,REF1020,REF3032,REF3033                 ",6923
254.85,-1.98,08 12 16,-37 35 39,41,41,NGC 2546,OC   ,     ,                                ,REF239                                         ,6927
255.11,-0.71,08 18 18,-37 06 25,4,4,NGC 2568,OC   ,     ,                                ,"REF239,REF507                                  ",6930
255.6,3.95,08 38 27,-34 46 12,3,3,NGC 2635,OC   ,     ,                                ,"REF239,REF885,REF3033                          ",6931
255.95,2.02,08 31 51,-36 12 25,3,2,ESO 370-17,OC   ,     ,                                ,REF234                                         ,6933
256.12,-3.3,08 10 09,-39 22 35,2.4,2.4,Teutsch 63,OC   ,     ,                                ,REF1070                                        ,6935
256.31,-5.45,08 01 12,-40 40 41,6,6,FSR 1378,OC   ,     ,                                ,"REF507,REF778,REF3033                          ",6938
256.41,-5.67,08 00 27,-40 52 52,8,8,FSR 1379,OC   ,     ,                                ,REF507                                         ,6939
256.74,-3.49,08 11 05,-39 59 51,4,4,FSR 1380,OC   ,     ,                                ,"REF507,REF778                                  ",6941
256.94,-8.37,07 49 24,-42 42 19,6,5,ESO 311-14,OC   ,lPOCR,                                ,"REF234,REF1015                                 ",6944
257,4.04,08 42 56,-35 49 26,8,8,FSR 1382,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",6945
257.08,-5.23,08 04 16,-41 12 52,6.5,6.5,FSR 1383,OC   ,     ,                                ,"REF507,REF3033                                 ",6946
257.16,-5.84,08 01 44,-41 36 10,5,5,ESO 311-21,OC   ,     ,                                ,"REF234,REF778                                  ",6947
257.27,4.26,08 44 38,-35 54 02,10,10,Ruprecht 68,OC   ,     ,                                ,"REF239,REF778,REF3032,REF3033                  ",6949
257.29,-3.51,08 12 33,-40 27 59,42,42,Ruprecht 56,OC   ,     ,                                ,REF239                                         ,6950
257.39,1.61,08 34 30,-37 36 36,38,38,ASCC 48,OC   ,     ,                                ,REF306                                         ,6951
257.84,-15.37,07 16 19,-46 36 36,30,30,Alessi 3,OC   ,     ,                                ,"REF209,REF298,REF891                           ",6956
257.86,0.49,08 31 22,-38 39 10,6.5,6.5,Pismis 3,OC   ,     ,                                ,"REF239,REF624,REF1020                          ",6957
257.98,-1,08 25 26,-39 37 56,3.5,3,Saurer 2,OC   ,     ,                                ,"REF208,REF1020,REF1332,REF3033                 ",6959
258.01,5.85,08 53 00,-35 28 36,3,3,ESO 371-25,OC   ,     ,                                ,"REF234,REF1015,REF3418                         ",6960
258.13,-1.34,08 24 25,-39 56 11,3,3,FSR 1387,OC   ,     ,                                ,"REF507,REF778,REF3032,REF3033                  ",6962
258.28,0.31,08 31 49,-39 06 03,29,23,AT 7,OC   ,     ,                                ,"REF298,REF306,REF891,REF913                    ",6966
258.48,2.28,08 40 33,-38 04 25,8,8,Ruprecht 66,OC   ,     ,                                ,"REF239,REF782,REF1020,REF3032,REF3033          ",6968
258.52,-4.23,08 12 58,-41 53 01,2,2,SAI 88,OC   ,     ,                                ,REF778                                         ,6969
258.57,10.62,09 12 10,-32 46 09,7.5,7.5,FSR 1389,OC   ,     ,                                ,"REF507,REF3033                                 ",6970
258.58,3,08 43 44,-37 42 47,6,6,ESO 313-11,OC   ,     ,                                ,"REF234,REF1015                                 ",6971
258.85,-3.33,08 17 55,-41 40 12,5,5,Pismis 2,OC   ,     ,                                ,"REF239,REF1020,REF3032,REF3033                 ",6980
259.05,1.99,08 41 08,-38 42 21,3.5,3.5,Pismis 7,OC   ,     ,                                ,"REF239,REF1020,REF3032,REF3033                 ",6983
259.24,-2.1,08 24 31,-41 17 42,5,5,ESO 312-3,OC   ,     ,                                ,"REF234,REF507,REF778                           ",6991
259.38,3.44,08 47 58,-38 03 30,54,54,Teutsch 38,OC   ,     ,                                ,"REF298,REF306,REF913                           ",6999
259.47,-1.71,08 26 54,-41 15 02,2,2,ESO 312-4,OC   ,     ,                                ,"REF234,REF778                                  ",7001
259.54,4.35,08 52 05,-37 36 33,3,3,Ruprecht 72,OC   ,     ,                                ,"REF239,REF477,REF298                           ",7004
259.55,4.44,08 52 27,-37 33 34,5,5,Ruprecht 158,OC   ,     ,                                ,"REF239,REF477                                  ",7005
259.56,-14.24,07 26 23,-47 40 18,10,10,Melotte 66,OC   ,     ,                                ,"REF239,REF1020                                 ",7006
259.58,-7.3,08 01 46,-44 25 13,3.5,3.5,Ruprecht 154,OC   ,cPOCR,core                            ,REF239                                         ,7010
259.76,0.68,08 38 02,-40 03 47,65,55,Ruprecht 64,OC   ,     ,                                ,REF239                                         ,7018
259.95,2.06,08 44 14,-39 22 13,6,6,FSR 1399,OC   ,     ,                                ,"REF507,REF1020,REF3032,REF3033                 ",7029
260.01,-1.85,08 27 59,-41 46 10,7,7,SAI 90,OC   ,     ,                                ,REF778                                         ,7032
260.43,-1.3,08 31 42,-41 47 31,2.5,2.5,ESO 313-3,OC   ,     ,                                ,"REF234,REF1015                                 ",7039
260.69,-1.3,08 32 31,-41 59 32,4.6,4.6,Teutsch 64,OC   ,     ,                                ,"REF298,REF783                                  ",7044
