GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
27.83,-13.5,19 30 52,-10 34 19,5,5,FSR 83,OC   ,     ,core                            ,REF507                                         ,1251
27.95,3.93,18 28 20,-02 37 41,0.8,0.8,Ryu 884,OC   ,     ,                                ,REF805                                         ,1256
27.98,1.25,18 37 55,-03 50 09,0.8,0.8,Ryu 885,OC   ,     ,                                ,REF805                                         ,1258
27.99,-1.37,18 47 17,-05 01 24,0.9,0.9,Ryu 887,OC   ,     ,                                ,REF805                                         ,1259
28.02,-0.37,18 43 48,-04 32 22,1.2,1.2,Ryu 889,OC   ,     ,                                ,REF805                                         ,1260
28.02,-3.5,18 54 58,-05 57 40,1.1,1.1,Ryu 888,OC   ,     ,                                ,REF805                                         ,1261
28.08,3.61,18 29 43,-02 39 52,0.8,0.8,Ryu 890,OC   ,     ,                                ,REF805                                         ,1264
28.17,-1.35,18 47 34,-04 51 28,1.2,1.2,Ryu 891,OC   ,     ,                                ,REF805                                         ,1266
28.22,-2.21,18 50 46,-05 11 50,7.5,5,NGC 6704,OC   ,     ,                                ,REF239                                         ,1268
28.26,5.55,18 23 09,-01 36 18,1.4,1.4,Ryu 893,OC   ,     ,                                ,REF805                                         ,1270
28.38,-17.66,19 47 07,-11 51 44,7,7,FSR 85,OC   ,     ,                                ,REF507                                         ,1275
28.41,3.66,18 30 08,-02 20 59,1.6,1.6,Ryu 895,OC   ,     ,                                ,REF805                                         ,1276
28.42,-0.35,18 44 27,-04 10 35,0.9,0.9,Ryu 896,OC   ,     ,                                ,REF805                                         ,1277
28.52,-1.85,18 49 58,-04 46 14,0.8,0.8,Ryu 898,OC   ,     ,                                ,REF805                                         ,1279
28.54,-4.54,18 59 39,-05 58 33,0.8,0.8,Ryu 899,OC   ,     ,                                ,REF805                                         ,1280
28.59,5.2,18 25 00,-01 28 35,1.2,1.2,Ryu 900,OC   ,     ,                                ,REF805                                         ,1285
28.88,-3.79,18 57 35,-05 19 45,1.1,1.1,Ryu 904,OC   ,     ,                                ,REF805                                         ,1303
28.9,2.29,18 35 54,-02 32 35,1,1,Ryu 905,OC   ,     ,                                ,REF805                                         ,1304
28.93,-0.3,18 45 12,-03 42 05,6,6,Alicante 10,OC   ,     ,inc red supergiant stars        ,REF1137                                        ,1305
29.04,-0.05,18 44 30,-03 29 00,5,5,Alicante 7,OC   ,     ,"inc. RSG stars,in RSGC 3 Assoc  ",REF388                                         ,1308
29.06,-1.96,18 51 21,-04 20 06,1.1,1.1,Ryu 906,OC   ,     ,                                ,REF805                                         ,1309
29.09,-0.44,18 46 00,-03 37 15,10,10,FSR 87,OC   ,     ,"contaminated, in dark cloud     ","REF507,REF3033                                 ",1312
29.11,-1.73,18 50 38,-04 11 17,11.3,11.3,FSR 88,OC   ,     ,                                ,"REF507,REF988,REF989                           ",1313
29.19,-21.86,20 04 05,-12 55 49,19,19,MWSC 5732,OC   ,     ,                                ,REF1098                                        ,1316
29.23,5.57,18 24 52,+00 44 42,1.8,1.8,Ryu 907,OC   ,     ,                                ,REF805                                         ,1317
29.26,-2.29,18 52 55,-04 18 54,0.7,0.7,Ryu 908,OC   ,     ,                                ,REF805                                         ,1320
29.29,2.14,18 37 11,-02 15 48,1.1,1.1,Ryu 909,OC   ,     ,                                ,REF805                                         ,1322
29.3,-1.51,18 50 12,-03 55 25,1.1,1.1,Ryu 910,OC   ,     ,                                ,REF805                                         ,1323
29.49,-0.98,18 48 39,-03 30 34,4,4,FSR 89,OC   ,     ,"not GCC, contaminated           ","REF507,REF523,REF989,REF3032,REF3033           ",1326
29.62,-1.39,18 50 20,-03 34 42,4,4,FSR 90,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",1328
29.63,-0.62,18 47 36,-03 13 17,0.8,0.8,Ryu 911,OC   ,     ,                                ,REF805                                         ,1329
29.69,18.85,17 38 21,+05 43 14,7,7,FSR 91,OC   ,     ,long core                       ,"REF507,REF970                                  ",1330
29.74,0.09,18 45 18,-02 48 18,1,1,Ryu 912,OC   ,     ,                                ,REF805                                         ,1331
29.74,12.51,18 01 06,+02 54 00,360,240,Melotte 186,OC   ,     ,                                ,"REF239,REF1071                                 ",1332
29.81,-28.74,20 30 59,-15 10 30,23,23,MWSC 4572,OC   ,     ,                                ,REF3031                                        ,1333
29.94,19.3,17 37 09,+06 08 02,18,18,MWSC 5358,OC   ,     ,                                ,REF1098                                        ,1341
30.07,-3.77,18 59 40,-04 15 26,0.9,0.9,Ryu 917,OC   ,     ,                                ,REF805                                         ,1347
30.1,4.54,18 30 06,+00 26 42,1.4,1.4,Ryu 918,OC   ,     ,                                ,REF805                                         ,1348
30.35,0.09,18 46 24,-02 15 39,0.6,0.6,Ryu 921,OC   ,     ,                                ,REF805                                         ,1351
30.43,-0.53,18 48 47,-02 28 17,1.5,1.5,Ryu 269,OC   ,     ,                                ,REF805                                         ,1354
30.48,-0.2,18 47 41,-02 16 18,1.1,1.1,Ryu 922,OC   ,     ,                                ,REF805                                         ,1356
30.49,-22.72,20 09 20,-12 11 17,15,15,MWSC 5735,OC   ,     ,                                ,REF1098                                        ,1359
30.51,19.31,17 38 06,+06 37 03,16,16,MWSC 5359,OC   ,     ,                                ,REF1098                                        ,1360
30.56,17.08,17 46 18,+05 40 00,41,37,IC 4665,OC   ,     ,                                ,REF239                                         ,1363
31.13,0.83,18 44 59,-01 08 51,10,10,Berkeley 79,OC   ,     ,                                ,REF239                                         ,1375
31.65,-20.99,20 04 46,-10 28 42,18,18,Alessi 10,OC   ,     ,                                ,"REF209,REF298,REF891                           ",1386
31.98,11.12,18 10 02,+04 12 58,10,10,FSR 95,OC   ,     ,                                ,REF507                                         ,1392
32.18,-1.2,18 54 22,-01 12 55,4,3,Berkeley 80,OC   ,     ,                                ,"REF239,REF883                                  ",1401
32.21,18,17 45 41,+07 29 02,6,6,FSR 96,OC   ,     ,                                ,REF507                                         ,1402
32.24,-24.2,20 17 33,-11 21 00,30,30,MWSC 4555,OC   ,     ,contaminated                    ,REF3031                                        ,1403
32.4,28.42,17 07 46,+12 06 18,20,20,MWSC 5338,OC   ,     ,                                ,REF1098                                        ,1405
32.93,-41.95,21 26 02,-17 45 00,29,29,MWSC 4622,OC   ,     ,                                ,REF3031                                        ,1407
33.03,1.15,18 47 31,+00 36 51,1.8,51,FSR 98,OC   ,     ,                                ,"REF507,REF970,REF3033                          ",1409
33.11,0.42,18 50 16,+00 21 05,3,3,Masgomas 1,OC   ,     ,young and massive               ,"REF1136,REF4506                                ",1411
33.11,0.06,18 51 34,+00 11 10,1.6,1.6,Teutsch 146,OC   ,     ,                                ,"REF1070,REF780                                 ",1412
33.4,11.18,18 12 22,+05 29 02,5,5,FSR 99,OC   ,     ,                                ,REF507                                         ,1413
33.56,-2.26,19 00 40,+00 27 59,10,8,NGC 6735,OC   ,     ,dust artifact?                  ,"REF226,REF667                                  ",1416
33.69,-2.48,19 01 42,+00 27 10,7,6,Berkeley 81,OC   ,     ,                                ,REF239                                         ,1417
33.77,-0.26,18 53 53,+00 37 39,1,1,GLIMPSE 13,OC   ,     ,                                ,REF131                                         ,1418
34.33,-2.79,19 03 54,+00 01 34,7,7,FSR 100,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",1430
34.95,17.28,17 52 57,+09 30 54,24,24,MWSC 4375,OC   ,     ,                                ,REF3031                                        ,1441
35.02,-6.08,19 16 54,+00 55 05,4,4,NGC 6775,OC   ,     ,                                ,"REF226,REF667                                  ",1443
35.11,26.48,17 19 05,+13 30 18,23,23,MWSC 5348,OC   ,     ,                                ,REF1098                                        ,1447
35.15,1.75,18 49 14,+02 46 06,7,7,FSR 101,OC   ,     ,                                ,"REF507,REF791,REF1020,REF3032,REF3033          ",1451
35.46,34.51,16 48 53,+16 54 02,20,20,MWSC 5333,OC   ,     ,                                ,REF1098                                        ,1462
35.6,11.12,18 16 26,+07 23 27,4,4,FSR 102,OC   ,     ,                                ,REF507                                         ,1468
35.67,10.97,18 17 07,+07 22 58,4,4,Teutsch 15,OC   ,     ,                                ,REF913                                         ,1471
35.75,25.07,17 25 21,+13 27 51,25,25,MWSC 5354,OC   ,     ,                                ,REF1098                                        ,1473
36.11,8.24,18 27 44,+06 33 56,50,50,NGC 6633,OC   ,     ,                                ,REF239                                         ,1478
36.3,5.34,18 38 30,+05 25 30,52,52,IC 4756,OC   ,     ,                                ,REF239                                         ,1483
36.31,-3.21,19 09 02,+01 32 10,7,7,FSR 107,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",1485
36.31,18.35,17 51 14,+11 08 46,9,9,FSR 106,OC   ,     ,                                ,REF507                                         ,1486
36.58,10.84,18 19 10,+08 07 41,5,5,FSR 108,OC   ,     ,                                ,REF507                                         ,1489
37.16,2.62,18 49 48,+04 57 50,11,11,Czernik 38,OC   ,     ,                                ,"REF239,REF736,REF728,REF3032,REF3033           ",1491
37.39,15.9,18 02 04,+11 02 49,10,7,NGC 6525,OC   ,     ,                                ,"REF226,REF667,REF1042                          ",1498
37.89,-35.05,21 06 07,-11 28 12,29,29,MWSC 4606,OC   ,     ,                                ,REF3031                                        ,1506
38.18,32.72,16 59 20,+18 21 36,35,35,MWSC 4301,OC   ,     ,                                ,REF3031                                        ,1509
38.26,1.78,18 54 50,+05 33 21,1.8,1.6,Archinal 1,OC   ,     ,                                ,"REF209,REF1015                                 ",1510
38.56,29.01,17 14 21,+17 18 00,16,16,MWSC 5343,OC   ,     ,                                ,REF1098                                        ,1516
38.57,-1.7,19 07 49,+04 14 18,12,10,NGC 6755,OC   ,     ,                                ,"REF239,REF667                                  ",1518
38.64,-1.62,19 07 41,+04 20 03,5.5,4.5,Cernik 39,OC   ,     ,                                ,"REF239,REF628                                  ",1520
38.65,-6.7,19 25 42,+01 59 53,4,4,FSR 110,OC   ,     ,                                ,REF507                                         ,1521
38.65,-10.26,19 38 22,+00 20 40,2.5,2.5,Collinder 401,OC   ,cPOCR,"includes bright star, compact   ",REF239                                         ,1522
38.66,-1.63,19 07 43,+04 20 45,3,3,FSR 111,OC   ,     ,                                ,"REF1070,REF3032,REF3033                        ",1523
38.68,-18.7,20 08 20,-03 32 18,6,6,FSR 112,OC   ,     ,                                ,"REF507,REF3033                                 ",1524
39.09,-1.67,19 08 42,+04 42 45,4,4,NGC 6756,OC   ,     ,                                ,"REF239,REF3032,REF3033                         ",1534
39.19,-3.21,19 14 19,+04 05 14,1.1,1.1,Teutsch 119,OC   ,     ,                                ,REF1070                                        ,1535
40.21,-10.64,19 42 33,+01 31 23,60,60,Alessi 44,OC   ,     ,                                ,"REF298,REF306,REF891                           ",1548
40.26,-21.51,20 21 04,-03 31 57,17,17,MWSC 5745,OC   ,     ,                                ,REF1098                                        ,1549
40.3,12.67,18 19 05,+12 10 48,88,88,Alessi 19,OC   ,     ,                                ,"REF298,REF891                                  ",1550
40.36,-0.7,19 07 33,+06 17 10,3,3,Juchert 3,OC   ,     ,                                ,"REF327,REF1015,REF3032,REF3033,REF4506         ",1552
41.7,-8.91,19 39 13,+03 38 09,240,240,UBC 14,OC   ,     ,                                ,REF8003                                        ,1564
