GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
311.59,2.11,14 00 38,-59 35 00,8,8,NGC 5381|Ruprecht 109|OCL 915|BH 156|ESO 133-11|MWSC 2196,OC   ,     ,                                ,REF239|REF667                                  ,8805
311.68,0.01,04 05 52,-61 34 04,1.6,1.6,LS 139|La Serena 139,OC   ,     ,                                ,REF3050                                        ,8811
311.76,3.32,13 59 28,-58 22 47,9,9,Loden 1171|OCL 915.1|MWSC 2191,OC   ,     ,large core                      ,REF238                                         ,8815
311.79,-0.35,14 07 52,-61 52 21,0.4,0.4,LS 145|La Serena 145,OC   ,     ,                                ,REF3050                                        ,8817
311.87,3.8,13 59 18,-57 52 45,10,10,Loden 1177|OCL 915.2|ESO 133-9|MWSC 2190,OC   ,     ,                                ,REF238|REF283                                  ,8821
311.89,18.85,13 38 05,-43 12 27,7,7,FSR 1672|MWSC 2145,OC   ,     ,                                ,REF507                                         ,8822
312,-0.86,14 10 48,-62 19 48,38,38,Ferrero 15|ASCC 77|MWSC 2205,OC   ,     ,                                ,REF306|REF963|REF7000                          ,8828
312.12,0.21,14 09 03,-61 16 02,1.7,1.7,VVV 36|VVV-CL 036,OC   ,     ,includes WR star                ,REF903|REF1170                                 ,8833
312.24,1.76,14 06 22,-59 44 45,16,16,Loden 1194|OCL 915.3|MWSC 2200,OC   ,     ,                                ,REF238                                         ,8835
312.25,2.81,14 04 04,-58 44 10,12,12,Loden 1202|OCL 915.4|MWSC 2197,OC   ,     ,                                ,REF238                                         ,8836
312.45,22.85,13 36 49,-39 11 06,26,26,MWSC 4170,OC   ,     ,contaminated                    ,REF3031                                        ,8839
312.57,1.69,14 09 03,-59 43 12,14,14,Loden 1225|OCL 915.5|ESO 133-12|MWSC 2204,OC   ,     ,                                ,REF238                                         ,8842
312.73,-0.43,14 15 32,-61 41 47,2,2,VVV 39|VVV-CL 039,OC   ,     ,old OC?                         ,REF903                                         ,8852
312.86,-18.81,16 10 29,-77 39 02,11,11,FSR 1675|MWSC 2358,OC   ,     ,                                ,REF507                                         ,8858
313.58,-30.75,20 26 38,-80 00 09,9,7,ESO 26-2|MWSC 3341,OC   ,lPOCR,                                ,REF234                                         ,8869
313.58,1.96,14 15 53,-59 09 12,14,14,Loden 1282|OCL 915.7|MWSC 2209,OC   ,     ,                                ,REF238                                         ,8871
313.65,-5.54,14 40 16,-66 07 12,48,48,Alessi 6|MWSC 2240,OC   ,     ,                                ,REF298|REF891                                  ,8872
313.7,19.89,13 46 01,-41 50 26,21,21,MWSC 5215,OC   ,     ,                                ,REF1098                                        ,8875
313.79,3.26,14 14 14,-57 51 10,13,13,Loden 1289|OCL 915.8|MWSC 2206,OC   ,     ,                                ,REF238|REF279                                  ,8879
313.95,2.06,14 18 20,-58 55 55,17,10,Ruprecht 167|OCL 917|ESO 133-13|MWSC 2211,OC   ,     ,                                ,REF239                                         ,8886
314.19,11.62,14 00 16,-49 44 40,8,8,FSR 1676|MWSC 2195,OC   ,     ,                                ,REF507                                         ,8889
314.29,-6.07,14 48 14,-66 20 12,60,60,BH 164|Alessi 7|MWSC 2255,OC   ,     ,                                ,REF233|REF891                                  ,8899
314.61,-1.46,14 33 36,-61 59 55,8,8,Loden 1339|OCL 918.1|ESO 134-8|MWSC 2230,OC   ,     ,                                ,REF238                                         ,8901
314.62,0.81,14 26 42,-59 52 59,4,4,FSR 1677,OC   ,     ,contaminated                    ,REF3033                                        ,8902
314.64,-0.58,14 31 02,-61 10 20,11,11,Trumpler 22|Collinder 283|OCL 920|BH 161|ESO 134-6|MWSC 2226,OC   ,     ,                                ,REF239                                         ,8903
314.64,3.95,14 18 32,-56 55 07,20,15,ESO 175-6|MWSC 2212,OC   ,     ,                                ,REF234                                         ,8904
314.66,-0.1,14 29 43,-60 43 10,13,13,NGC 5617|Melotte 125|Collinder 282|OCL 919|BH 159|ESO 134-4|MWSC 2223,OC   ,     ,                                ,REF239                                         ,8907
314.71,-0.31,14 30 43,-60 53 24,3,3,Pismis 19|OCL 921|BH 160|ESO 134-5|FSR 1679|MWSC 2225,OC   ,     ,                                ,REF239|REF3032                                 ,8908
314.77,-8.65,15 05 06,-68 23 24,19,19,ASCC 78|MWSC 2270,OC   ,     ,                                ,REF306                                         ,8909
314.9,-30.61,20 16 16,-78 57 29,90,90,Melotte 227|Collinder 411|OCL 918|ESO 25-18|MWSC 3299,OC   ,     ,                                ,REF239|REF298|REF310                           ,8915
315.02,-31.45,20 32 05,-78 37 03,18,18,MWSC 5749,OC   ,     ,not Melotte 227                 ,REF1098                                        ,8917
315.14,-3.2,14 43 56,-63 22 27,24,18,Loden 1375|OCL 923.2|MWSC 2246,OC   ,     ,                                ,REF238                                         ,8919
315.14,-2.62,14 41 46,-62 51 24,22,16,Loden 1373|OCL 923.1|MWSC 2243,OC   ,     ,                                ,REF238                                         ,8920
315.31,2.46,14 27 06,-58 05 46,20,20,Loden 1378|MWSC 2224,OC   ,     ,                                ,REF279                                         ,8922
315.61,18.37,13 57 28,-42 52 12,11,11,FSR 1684|MWSC 2185,OC   ,     ,                                ,REF507                                         ,8928
315.65,0.29,14 35 54,-59 58 04,8,7,Ruprecht 111|OCL 924|ESO 134-10|MWSC 2235,OC   ,lPOCR,                                ,REF239|REF1015                                 ,8929
315.77,12.64,14 07 34,-48 19 27,25,25,NGC 5460|Melotte 123|Collinder 280|OCL 925|ESO 221-24|MWSC 2202,OC   ,     ,                                ,REF239                                         ,8930
315.77,-5.26,14 57 22,-64 56 36,9,9,FSR 1685|MWSC 2262,OC   ,     ,                                ,REF507|REF970|REF1089                          ,8931
315.95,-1.75,14 44 56,-61 43 09,12,6,Loden 1409|OCL 925.1|ESO 134-13|MWSC 2249,OC   ,     ,                                ,REF238                                         ,8932
316,-0.29,14 40 16,-60 22 20,4,4,Juchert 10|FSR 1686|SAI 121|MWSC 2239|MWSC 2241|LS 167|La Serena 167,OC   ,     ,                                ,REF298|REF131|REF507|REF778|REF920|REF3032|REF3,8934
316.31,5.6,14 25 39,-54 47 47,8,8,NGC 5593|OCL 926|ESO 175-8|MWSC 2217,OC   ,     ,                                ,REF239                                         ,8938
316.44,3.31,14 32 33,-56 53 16,10,10,Turner 7|MWSC 2229,OC   ,     ,inc V Cen                       ,REF269|REF628                                  ,8940
316.6,-25.95,18 41 43,-77 43 29,18,18,MWSC 5698,OC   ,     ,                                ,REF1098                                        ,8946
316.87,0.76,14 43 09,-59 03 01,1.1,1.1,LS 169|La Serena 169,OC   ,     ,                                ,REF3050                                        ,8958
316.98,3.45,14 35 46,-56 33 00,12,12,NGC 5662|Melotte 127|Collinder 284|OCL 928|BH 162|ESO 175-10|MWSC 2234,OC   ,     ,                                ,REF239                                         ,8964
317,3.89,14 34 37,-56 07 58,7,7,FSR 1688|MWSC 2233,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,8965
317.01,0.57,14 44 47,-59 09 58,5.5,3.5,ESO 134-12|MWSC 2248,OC   ,     ,advanced dynamical stage        ,REF234|REF3454                                 ,8967
317.11,0.17,14 46 50,-59 29 15,5,5,FSR 1689|MWSC 2254,OC   ,     ,                                ,REF507|REF3033                                 ,8971
317.29,0.06,14 48 25,-59 31 13,0.5,0.5,LS 177|La Serena 177,OC   ,     ,                                ,REF3050                                        ,8974
317.42,-1.09,14 53 26,-60 28 57,3.4,3.4,Teutsch 80|DSH J1453.4-6028|MWSC 2258,OC   ,     ,                                ,REF327                                         ,8976
317.52,2.08,14 43 30,-57 34 37,6,4.5,NGC 5715|Melotte 128|Collinder 286|OCL 929|BH 163|ESO 176-2|MWSC 2245,OC   ,     ,                                ,REF239|REF797                                  ,8980
317.71,-19.3,17 04 06,-74 20 28,8,5,ESO 43-13|MWSC 2529,OC   ,     ,                                ,REF234                                         ,8983
318.19,-4.85,15 14 51,-63 24 00,4,4,Alessi 61,OC   ,     ,                                ,REF891                                         ,8994
318.21,-17.35,16 45 14,-72 49 51,7,7,FSR 1692|MWSC 2453,OC   ,     ,                                ,REF507|REF30333                                ,8995
318.25,29.02,13 54 39,-31 57 30,4,4,ESO 445-74|MWSC 2179,OC   ,lPOCR,                                ,REF234|REF1015                                 ,8997
318.36,29.26,13 54 47,-31 42 28,23,23,MWSC 5224,OC   ,     ,                                ,REF1098                                        ,8999
318.43,-6.71,15 25 49,-64 49 56,6,6,FSR 1693|MWSC 2292,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,9002
318.75,-1.06,15 02 49,-59 49 50,1.1,1.1,Bica 497,OC   ,     ,                                ,REF250                                         ,9007
318.94,0.01,15 00 04,-58 48 13,8,8,SAI 122,OC   ,     ,                                ,REF778                                         ,9013
319.53,4.54,14 48 54,-54 29 43,8,8,NGC 5749|Collinder 287|OCL 930|BH 165|ESO 176-4|MWSC 2256,OC   ,     ,                                ,REF239                                         ,9027
319.59,10.37,14 33 38,-49 10 09,7,7,FSR 1695|MWSC 2231,OC   ,     ,                                ,REF507|REF970|REF1089                          ,9028
319.6,0.95,15 01 07,-57 39 43,10,10,FSR 1696|MWSC 2264,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,9029
320.04,-2.86,15 19 12,-60 43 48,62,62,ASCC 79|Alessi 25|MWSC 2288,OC   ,     ,includes delta Cir              ,REF306|REF891                                  ,9035
320.28,14.66,14 27 38,-44 56 42,22,22,MWSC 4178,OC   ,     ,                                ,REF3031                                        ,9047
320.55,-7.74,15 47 24,-64 24 36,36,36,ASCC 82|MWSC 2320,OC   ,     ,                                ,REF306                                         ,9060
320.58,0.11,15 10 36,-57 54 42,0.5,0.5,VVV 67|VVV-CL 067,OC   ,     ,                                ,REF903                                         ,9063
320.76,6.42,14 50 44,-52 16 10,7,5,Hogg 18|OCL 933|BH 166|ESO 223-1|MWSC 2257,OC   ,lPOCR,                                ,REF239                                         ,9065
320.81,1.57,15 06 42,-56 31 58,6,6,FSR 1697|MWSC 2274,OC   ,     ,contaminated                    ,REF507                                         ,9067
320.92,-2.73,15 24 36,-60 08 24,30,30,ASCC 80|MWSC 2290,OC   ,     ,                                ,REF306                                         ,9073
320.96,5.87,14 53 32,-52 40 14,4,3,NGC 5764|Collinder 288|OCL 934|BH 167|ESO 223-4|MWSC 2259,OC   ,     ,                                ,REF239|REF883                                  ,9074
321.12,2.45,15 05 31,-55 36 13,11,8,NGC 5823|Melotte 131|Collinder 290|OCL 936|BH 169|ESO 176-11|MWSC 2273,OC   ,     ,                                ,REF239                                         ,9081
321.64,3.6,15 04 06,-54 24 25,30,30,NGC 5822|Melotte 130|Collinder 289|OCL 937|BH 168|ESO 176-9|Loden 2104|MWSC 2269,OC   ,     ,                                ,REF239|REF279|REF280                           ,9091
321.89,-18.88,17 26 05,-70 44 07,12,12,MWSC 5691,OC   ,     ,                                ,REF1098                                        ,9097
321.94,3.24,15 07 43,-54 31 19,13,13,Loden 2115|MWSC 2275,OC   ,     ,                                ,REF279|REF280                                  ,9101
322.44,5.93,15 01 51,-51 55 21,11,11,NGC 5800|ESO 223-11|MWSC 2265,OC   ,     ,                                ,REF234|REF667                                  ,9109
322.65,14.62,14 39 33,-44 04 14,5.5,5.5,FSR 1699|MWSC 2237,OC   ,     ,                                ,REF507                                         ,9113
322.66,0.08,15 23 53,-56 50 18,0.5,0.35,LS 217|La Serena 217,OC   ,     ,                                ,REF3050                                        ,9114
322.91,-3.04,15 38 53,-59 14 51,7,7,FSR 1700|MWSC 2307,OC   ,     ,                                ,REF507|REF3033                                 ,9120
323.02,-1.74,15 33 40,-58 08 06,18,18,Loden 2159|MWSC 2303,OC   ,     ,                                ,REF280|REF281                                  ,9123
323.09,-1.96,15 35 04,-58 16 30,18,18,Loden 2158|MWSC 2305,OC   ,     ,                                ,REF280|REF281                                  ,9125
323.56,-5.44,15 54 54,-60 44 24,30,30,ASCC 84|MWSC 2333,OC   ,     ,                                ,REF306                                         ,9139
324.1,0.02,15 32 34,-56 04 13,0.7,0.6,LS 230|La Serena 230,OC   ,     ,                                ,REF3050                                        ,9151
324.37,1.68,15 27 39,-54 33 34,11,11,NGC 5925|Collinder 291|OCL 938|BH 172|ESO 177-6|MWSC 2293,OC   ,     ,                                ,REF239|REF667                                  ,9159
324.56,-5.87,16 03 15,-60 25 07,15,11,NGC 6025|Melotte 139|Collinder 296|OCL 939|BH 181|ESO 136-14|MWSC 2347,OC   ,     ,                                ,REF239                                         ,9160
324.61,-4.65,15 57 12,-59 28 00,35,25,Ruprecht 113|OCL 940|ESO 136-9|MWSC 2337,OC   ,     ,                                ,REF239                                         ,9161
324.65,0.94,15 32 10,-55 00 36,0.9,0.9,LS 229|La Serena 229,OC   ,     ,                                ,REF3050                                        ,9163
324.65,0.65,15 33 19,-55 14 11,4,3.5,Lynga 4|OCL 941|BH 174|ESO 147-7|MWSC 2302,OC   ,     ,                                ,REF239|REF797|REF610                           ,9164
325.61,1.89,15 33 48,-53 40 27,7,7,Harvard 9|OCL 944|ESO 177-8|MWSC 2304,OC   ,     ,core| ECC                       ,REF239|REF913                                  ,9176
325.78,-2.98,15 55 49,-57 26 14,5,4,NGC 6005|Melotte 138|Collinder 294|OCL 945|BH 179|ESO 178-3|FSR 1704|MWSC 2336,OC   ,     ,                                ,REF239|REF1020|REF667|REF3032|REF3033          ,9181
325.96,11.3,15 04 16,-45 33 01,6.5,6.5,FSR 1705|MWSC 2268,OC   ,     ,contaminated                    ,REF507                                         ,9183
326.01,-1.92,15 52 09,-56 28 14,5.5,4.5,NGC 5999|Melotte 137|Collinder 293|OCL 946|BH 178|ESO 178-1|FSR 1706|MWSC 2326,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,9185
326.33,0.86,15 41 51,-54 05 17,1.1,1.1,LS 237|La Serena 237,OC   ,     ,populous                        ,REF3050                                        ,9192
326.49,4.26,15 29 35,-51 13 48,24,24,Alessi 8|MWSC 2298,OC   ,     ,                                ,REF209|REF298|REF891                           ,9200
326.59,-1.29,15 52 28,-55 36 58,1.8,1.8,Teutsch 81|DSH J1552.4-5536,OC   ,     ,                                ,REF1070                                        ,9201
326.81,-7.39,16 24 36,-59 56 16,240,240,UBC 11,OC   ,     ,                                ,REF8003                                        ,9218
326.82,39.81,14 08 29,-19 27 44,19,19,MWSC 5231,OC   ,     ,                                ,REF1098                                        ,9219
