"CWNU_id","l","b","sig_l","sig_b","n","plx","sig_plx","pmx","sig_pmx","pmy","sig_pmy","rv","sig_rv","nrv","logage","A0","m-M","class"
1495,238.23,2.403,0.076,0.083,31,0.268,0.036,-1.853,0.059,2.483,0.052,,,0,7.5,1.1,12.95,1
1496,87.596,-0.612,0.121,0.055,21,0.382,0.084,-2.251,0.053,-3.428,0.047,-18.39,,1,7.75,1.75,12.35,1
1497,152.271,5.803,0.082,0.071,31,0.254,0.041,0.299,0.072,-0.505,0.085,-30.06,,1,8.7,1.7,12.6,1
1498,111.845,-1.624,0.078,0.146,31,0.341,0.046,-3.821,0.134,-2.389,0.125,-63.52,10.09,3,6.8,4.4,12.5,1
1499,39.056,-5.632,0.254,0.167,31,0.793,0.047,-0.978,0.076,-2.093,0.059,,,0,7.75,1.6,10.45,1
1500,303.64,1.47,0.033,0.028,21,0.559,0.039,-6.56,0.079,-2.163,0.069,,,0,6.8,4.4,11.15,1
1501,22.96,-0.195,0.324,0.14,31,0.499,0.035,0.508,0.082,-0.904,0.134,,,0,7.5,4.5,11.5,1
1502,112.356,-0.416,0.039,0.023,31,0.262,0.055,-3.256,0.079,-1.557,0.055,,,0,8.25,2.8,12.7,1
1503,218.275,-2.939,0.123,0.198,30,0.796,0.043,0.634,0.062,-0.54,0.074,,,0,7.8,0.5,10.4,1
1504,116.077,-1.263,0.04,0.039,30,0.409,0.048,-1.104,0.065,-0.712,0.042,,,0,8.4,2.25,11.75,1
1505,157.635,-1.571,0.118,0.091,30,0.482,0.034,1.45,0.089,-1.186,0.038,12.94,0.16,2,8.5,2.6,11.65,1
1506,114.621,-2.147,0.068,0.079,21,0.321,0.024,-2.721,0.087,-1.911,0.089,,,0,6.8,3.05,12.35,1
1507,301.226,2.544,0.149,0.055,30,0.444,0.027,-6.239,0.059,0.747,0.066,,,0,8.5,1.25,11.6,1
1508,157.851,-1.964,0.074,0.071,30,0.396,0.053,0.784,0.087,-2.513,0.085,-30.42,,1,8.55,2.4,11.8,1
1509,136.631,-3.375,0.258,0.108,21,0.354,0.058,-0.799,0.125,-0.618,0.065,,,0,8.65,1.7,11.95,1
1510,205.041,-5.14,0.16,0.125,30,0.597,0.051,-0.956,0.063,-2.306,0.071,,,0,7.55,1.9,10.9,1
1511,226.598,-1.904,0.266,0.077,21,0.238,0.038,-0.692,0.053,1.003,0.111,,,0,6.7,3.05,13.95,1
1512,217.45,0.073,0.054,0.049,30,0.386,0.057,-0.636,0.074,-1.15,0.099,,,0,6.15,0.05,12.3,1
1513,315.978,-0.721,0.017,0.021,30,0.252,0.095,-6.223,0.06,-2.913,0.082,-52.1,,1,7.65,6.8,12.6,1
1514,169.508,2.975,0.05,0.048,30,0.27,0.056,-0.138,0.106,-1.384,0.12,8.75,,1,8.6,2.25,12.7,1
1515,232.354,1.966,0.094,0.044,21,0.26,0.029,-2.064,0.063,3.303,0.143,,,0,8.3,1.4,12.85,1
1516,206.125,-3.533,0.158,0.102,30,0.288,0.055,0.11,0.045,-1.089,0.082,36.06,28.8,2,8.5,2.2,12.4,1
1517,3.806,-0.748,0.023,0.02,21,0.341,0.033,-0.485,0.105,-1.589,0.05,,,0,6.65,4.25,12.7,1
1518,44.166,0.756,0.012,0.01,30,0.271,0.051,-1.364,0.061,-3.638,0.092,40.72,,1,7.75,5.25,12.65,1
1519,148.184,-2.813,0.048,0.051,30,0.348,0.042,-0.028,0.052,1.116,0.041,-56.56,2.39,3,9.3,2,12,1
1520,61.735,-1.126,0.04,0.019,21,0.281,0.021,-2.585,0.068,-6.499,0.115,,,0,6.45,5.05,12.75,1
1521,54.62,-0.412,0.041,0.037,30,0.375,0.041,-3.222,0.044,-5.921,0.054,,,0,7.55,4.25,11.85,1
1522,314.478,-1.398,0.046,0.028,21,0.311,0.019,-5.671,0.083,-3.3,0.105,-48.1,,1,8.65,3.1,12.2,1
1523,192.974,-0.413,0.024,0.027,21,0.471,0.045,-0.581,0.096,-1.637,0.057,,,0,7.7,2.9,11.45,1
1524,100.713,1.041,0.182,0.09,21,0.511,0.027,-1.852,0.059,-2.626,0.069,,,0,8.2,2.25,11.35,1
1525,191.43,3.76,0.271,0.081,30,0.308,0.042,-0.176,0.098,-1.504,0.092,,,0,7.45,1.95,13.2,1
1526,214.123,0.065,0.036,0.041,30,0.289,0.1,-0.46,0.106,0.72,0.094,73.42,,1,8.2,1.65,13.35,1
1527,338.084,-0.641,0.052,0.029,21,0.35,0.04,-1.108,0.092,-2.735,0.084,,,0,7.15,1.75,11.95,1
1528,319.043,0.801,0.029,0.046,30,0.421,0.026,-4.865,0.073,-2.905,0.065,-49.28,,1,7.75,4.1,11.75,1
1529,334.502,-1.329,0.137,0.086,30,0.608,0.023,-1.812,0.073,-4.739,0.058,-35.03,18.64,3,7,4.65,11,1
1530,280.037,0.381,0.047,0.068,30,0.358,0.043,-5.921,0.071,3.013,0.081,,,0,7.35,1.95,12.05,1
1531,283.833,2.894,0.136,0.125,30,0.434,0.023,-5.887,0.083,3.652,0.081,22.45,1.23,2,8.9,1,11.65,1
1532,210.57,0.251,0.256,0.142,20,0.668,0.049,-1.603,0.081,0.909,0.055,,,0,7.7,1.45,10.95,1
1533,233.528,1.278,0.154,0.111,30,0.485,0.054,-1.104,0.059,0.778,0.091,,,0,7.6,1.5,11.45,1
1534,184.636,-5.653,0.075,0.062,30,0.456,0.053,1.202,0.084,-1.123,0.079,-16.75,,1,8.7,1.4,11.55,1
1535,345.539,-2.31,0.077,0.095,30,0.447,0.02,-1.144,0.104,-1.598,0.072,,,0,6.95,4.05,11.5,1
1536,312.048,-0.223,0.008,0.026,20,0.268,0.027,-6.024,0.043,-1.747,0.078,,,0,6.6,4.25,13.15,1
1537,109.609,-1.024,0.045,0.068,29,0.282,0.039,-2.749,0.092,-1.951,0.09,,,0,6.65,3.7,13.15,1
1538,335.807,-1.19,0.076,0.102,20,0.597,0.024,-1.591,0.103,-4.55,0.057,,,0,7.1,2.9,11,1
1539,231.481,1.784,0.09,0.112,20,0.427,0.049,-2.426,0.05,2.536,0.078,,,0,7.6,0.75,11.65,1
1540,230.108,-1.163,0.235,0.116,36,0.313,0.029,-2.616,0.066,2.935,0.069,,,0,7.6,1.25,12.35,1
1541,262.899,3.887,0.043,0.033,29,0.199,0.026,-3.77,0.073,2.582,0.059,47.28,0.43,4,8.9,1.7,13.15,1
1542,150.929,0.373,0.088,0.032,29,0.421,0.048,0.675,0.1,-1.826,0.051,,,0,8.7,2.15,11.75,1
1543,354.35,-0.969,0.09,0.061,29,0.748,0.025,0.336,0.061,-0.734,0.08,,,0,7.25,2.4,10.6,1
1544,297.424,-1.729,0.03,0.015,20,0.23,0.023,-4.493,0.052,0.68,0.029,-14.02,1.14,2,8.65,3.05,12.9,1
1545,93.612,-1.799,0.158,0.062,20,0.532,0.035,-2.873,0.078,-4.549,0.063,,,0,7.75,0.85,11.25,1
1546,109.423,4.618,0.075,0.068,29,0.206,0.022,-2.132,0.09,-1.125,0.052,-96.08,26.39,4,8.9,2.8,13.75,1
1547,188.689,-0.83,0.115,0.103,20,0.522,0.053,1.347,0.102,-1.993,0.049,50.2,,1,8.55,2.15,11.4,1
1548,243.999,-1.14,0.023,0.064,29,0.274,0.033,-2.534,0.073,3.428,0.064,57.68,,1,7.4,2.1,12.8,1
1549,102.581,-2.382,0.178,0.09,43,0.262,0.054,-3.539,0.136,-2.706,0.072,-75.14,6.5,2,8.7,1.25,12.55,1
1550,200.485,-2.941,0.036,0.019,29,0.305,0.048,-1.017,0.061,-0.066,0.061,51.38,,1,7.75,1.55,12.75,1
1551,313.99,-0.617,0.036,0.03,20,0.231,0.055,-6.566,0.075,-3.154,0.079,-26.5,0.98,3,8,6.25,12.75,1
1552,55.325,0.276,0.097,0.038,20,0.357,0.029,-3.086,0.048,-6.356,0.021,,,0,7.95,2.55,11.95,1
1553,280.998,0.248,0.097,0.048,20,0.27,0.023,-5.911,0.054,3.799,0.046,,,0,6.85,4.15,12.55,1
1554,223.333,0.246,0.089,0.043,29,0.351,0.038,-2.08,0.066,2.084,0.151,68.12,,1,7.9,0.8,12.35,1
1555,11.309,-0.611,0.076,0.075,20,0.476,0.022,-0.363,0.09,-2.086,0.037,,,0,7.4,2.4,11.45,1
1556,48.105,-0.373,0.014,0.047,20,0.25,0.026,-2.748,0.053,-5.687,0.056,,,0,6,8.1,12.7,1
1557,73.973,0.95,0.06,0.045,20,0.458,0.045,-1.574,0.048,-3.315,0.071,-40.13,,1,8.55,2.05,11.6,1
1558,64.625,1.872,0.05,0.074,29,0.357,0.03,-2.718,0.064,-5.445,0.063,,,0,7.4,1.4,12.1,1
1559,346.043,-0.578,0.033,0.029,29,0.304,0.032,-1.571,0.061,-3.232,0.061,,,0,6.65,5.8,12.7,1
1560,320.338,-0.68,0.034,0.027,29,0.41,0.031,-4.133,0.036,-4.183,0.079,,,0,8.2,4.05,11.65,1
1561,244.388,-1.595,0.121,0.119,28,0.434,0.046,-2.551,0.077,3.159,0.116,37.38,,1,8,1.75,11.75,1
1562,251.173,0.685,0.185,0.127,28,0.49,0.03,-2.214,0.033,1.341,0.045,24.21,,1,8.75,0.95,11.45,1
1563,326.391,-3.073,0.048,0.048,28,0.341,0.04,-3.497,0.065,-4.789,0.056,-31.37,0.22,3,8.8,1.95,12.15,1
1564,60.225,-0.076,0.057,0.023,28,0.416,0.021,-0.579,0.084,-4.332,0.071,20.84,2.11,3,8.55,3.9,11.75,1
1565,303.924,4.965,0.077,0.089,20,0.525,0.032,-5.347,0.094,-0.225,0.075,,,0,7.9,1.55,11.4,1
1566,109.825,-0.064,0.045,0.058,28,0.313,0.025,-3.75,0.093,-2.761,0.044,,,0,6.8,3.7,12.65,1
1567,154.848,11.807,0.029,0.024,28,0.342,0.058,-1.057,0.085,-0.895,0.073,-40.68,,1,8.8,2.4,11.85,1
1568,331.741,-0.458,0.024,0.031,28,0.351,0.032,-2.715,0.036,-4.43,0.06,-36.13,1.4,2,6.55,4.65,12.5,1
1569,116.476,-2.409,0.051,0.033,28,0.227,0.021,-2.469,0.05,-0.703,0.047,,,0,6.75,2.45,13.7,1
1570,179.017,-3.17,0.167,0.117,28,0.484,0.06,0.53,0.071,-2.2,0.045,,,0,8.6,2.6,11.4,1
1571,177.648,-0.117,0.034,0.028,28,0.71,0.05,-0.201,0.096,-3.165,0.09,,,0,6.9,1.45,10.65,1
1572,80.682,2.268,0.223,0.201,20,0.77,0.042,-3.773,0.049,-5.79,0.088,,,0,7.65,1.65,10.55,1
1573,300.715,0.06,0.089,0.136,28,0.313,0.037,-6.277,0.08,-0.106,0.044,13.18,,1,6.6,4.3,12.8,1
1574,144.756,2.192,0.155,0.04,20,0.278,0.061,-0.265,0.06,-0.022,0.086,-53.19,,1,8.45,2.35,12.55,1
1575,47.903,1.04,0.046,0.032,20,0.382,0.058,-1.077,0.062,-3.199,0.05,1.26,0.99,4,8.8,4.05,11.85,1
1576,74.137,3.151,0.154,0.077,20,0.274,0.044,-2.588,0.074,-5.075,0.071,,,0,6.8,0.85,13.15,1
1577,36.717,2.129,0.204,0.105,20,0.741,0.061,0.501,0.064,-4.464,0.07,,,0,6.4,4.75,10.45,1
1578,61.348,-2.844,0.197,0.095,28,0.471,0.044,-2.034,0.027,-4.347,0.058,,,0,7.85,2.35,11.5,1
1579,282.95,-0.41,0.072,0.051,28,0.406,0.025,-5.967,0.053,3.906,0.067,,,0,8.45,2.95,11.75,1
1580,297.619,2.427,0.083,0.026,28,0.396,0.032,-7.296,0.063,0.271,0.057,,,0,8.4,1.35,11.9,1
1581,244.8,-5.5,0.218,0.096,28,0.344,0.06,-1.035,0.048,1.927,0.068,27.73,4.46,2,8.65,0.9,12.45,1
1582,85.692,-0.449,0.014,0.015,20,0.176,0.036,-2.9,0.037,-3.798,0.041,,,0,7.2,4.15,13.25,1
1583,59.057,-0.955,0.167,0.139,20,0.764,0.069,-1.701,0.08,-5.084,0.048,,,0,7.7,1.85,10.45,1
1584,181.772,0.024,0.046,0.031,28,0.424,0.038,0.299,0.105,-2.529,0.048,,,0,8,3.15,11.65,1
1585,97.296,-0.929,0.057,0.045,28,0.309,0.04,-2.839,0.078,-2.692,0.067,,,0,6.95,3.55,12.85,1
1586,243.405,0.423,0.06,0.107,28,0.376,0.029,-2.092,0.057,0.571,0.058,46.14,,1,8.65,0.85,11.9,1
1587,327.272,-0.755,0.063,0.034,20,0.366,0.035,-3.344,0.115,-2.948,0.071,,,0,6.7,5.95,12.05,1
1588,92,-0.48,0.065,0.072,20,0.434,0.031,-2.996,0.053,-2.982,0.083,,,0,7.25,2.6,11.65,1
1589,27.605,-1.044,0.073,0.08,27,0.324,0.052,-1.403,0.07,-3.517,0.127,3.58,,1,8.55,2.6,11.9,1
1590,278.302,2.851,0.11,0.136,28,0.627,0.022,-5.565,0.077,3.813,0.068,,,0,8.75,2.35,10.9,1
1591,49.048,0.258,0.139,0.049,20,0.386,0.039,-1.995,0.063,-5.994,0.032,32.72,,1,7.1,3.55,11.8,1
1592,237.874,-2.293,0.032,0.045,28,0.325,0.042,-1.721,0.093,1.727,0.052,84.98,,1,8.7,2.2,12.25,1
1593,200.727,-1.616,0.326,0.093,25,0.28,0.07,0.183,0.108,0.01,0.114,23.67,,1,8.9,0.85,12.4,1
1594,342.223,-0.21,0.029,0.016,28,0.329,0.02,-1.603,0.078,-2.2,0.065,-15.42,,1,6,3.7,12.1,1
1595,117.667,-2.249,0.119,0.065,20,0.336,0.021,-3.068,0.124,-1.003,0.062,,,0,6.95,1.8,12.3,1
1596,79.923,-4.373,0.088,0.068,27,0.412,0.026,-4.044,0.081,-4.155,0.068,,,0,7.45,1.75,11.75,1
1597,153.621,7.382,0.091,0.14,27,0.545,0.035,0.974,0.095,-1.07,0.06,-49.15,,1,8.95,1.65,11.2,1
1598,227.67,-2.234,0.156,0.246,27,0.472,0.025,-1.088,0.054,0.108,0.085,84.57,,1,8.95,1.4,11.5,1
1599,65.336,-0.319,0.068,0.04,19,0.373,0.038,-2.311,0.046,-4.774,0.072,-9.26,,1,7,3.1,11.95,1
1600,110.579,-1.502,0.121,0.091,27,0.316,0.042,-3.453,0.067,-1.972,0.062,,,0,6.95,3,12.6,1
1601,242.88,-2.492,0.149,0.139,27,0.33,0.041,-2.618,0.06,3.822,0.085,,,0,7.25,1.9,12.15,1
1602,169.482,4.341,0.268,0.098,27,0.466,0.054,-0.054,0.089,-1.888,0.064,13.03,,1,8.7,0.75,11.45,1
1603,273.139,-0.027,0.118,0.118,19,0.479,0.041,-4.354,0.082,3.124,0.071,,,0,6.4,0.65,11.7,1
1604,93.489,-0.893,0.05,0.094,19,0.343,0.019,-3.429,0.056,-4.468,0.138,,,0,8.85,3,12.6,1
1605,8.048,-0.166,0.054,0.088,19,0.313,0.027,-1.018,0.035,-2.324,0.099,,,0,6.6,6.8,12.95,1
1606,309.15,0.115,0.069,0.073,27,0.293,0.03,-6.419,0.09,-1.757,0.104,-53.62,,1,6.25,7.15,12.4,1
1607,158.362,-1.543,0.127,0.081,27,0.344,0.055,-0.261,0.135,-1.071,0.1,-22.08,19.05,2,8.65,2.85,12.55,1
1608,295.41,-0.144,0.049,0.022,29,0.216,0.014,-6.682,0.055,1.103,0.034,-0.84,,1,8.65,1.7,13.15,1
1609,74.3,-6.874,0.22,0.1,27,0.657,0.048,-2.357,0.057,-3.66,0.051,-10.25,,1,7.4,1.35,10.8,1
1610,312.26,-0.437,0.055,0.029,19,0.354,0.082,-7.582,0.042,-2.666,0.037,-25.21,,1,8.4,4.85,12.05,1
1611,227.029,-3.447,0.122,0.116,27,0.388,0.055,-1.107,0.06,0.671,0.052,63.18,,1,8.35,1.75,12.15,1
1612,17.466,-1.027,0.185,0.06,19,0.332,0.027,-0.915,0.063,-2.885,0.028,27.62,,1,7.9,3.4,12.15,1
1613,4.255,-12.924,0.127,0.242,19,0.504,0.054,1.49,0.069,-0.812,0.188,-35.24,,1,9.5,0.55,11.85,1
1614,80.333,0.866,0.133,0.084,19,0.536,0.059,-2.909,0.123,-5.126,0.093,-22.47,,1,6.65,6.8,11.5,1
1615,4.589,-2.155,0.092,0.091,27,0.674,0.028,1.463,0.043,0.436,0.066,,,0,7.5,2.2,10.75,1
1616,316.734,2.476,0.079,0.055,27,0.472,0.039,-4.208,0.055,-1.922,0.045,,,0,8.25,2.2,11.5,1
1617,187.805,-1.755,0.191,0.116,27,0.458,0.055,1.108,0.08,-1.718,0.086,,,0,7.5,1.9,11.5,1
1618,89.176,0.016,0.124,0.08,19,0.368,0.033,-2.845,0.094,-2.787,0.058,,,0,8.65,2.55,12,1
1619,344.381,-0.97,0.069,0.086,27,0.412,0.045,-0.836,0.068,-2.553,0.076,0.9,,1,8.65,5.1,11.65,1
1620,333.614,-1.817,0.136,0.064,19,0.409,0.039,-2.979,0.112,-4.339,0.129,-66.84,,1,8.85,2.75,11.6,1
1621,234.437,3.199,0.14,0.089,27,0.427,0.039,-2.466,0.058,2.212,0.07,,,0,8,0.7,11.85,1
1622,249.958,1.107,0.011,0.012,15,0.146,0.026,-2.05,0.052,3.044,0.041,,,0,6.55,2.4,15.1,1
1623,211.828,0.051,0.121,0.054,26,0.467,0.046,-0.92,0.109,-0.435,0.076,,,0,7.6,1.75,11.45,1
1624,110.855,-1.121,0.022,0.047,26,0.289,0.016,-3.109,0.03,-1.668,0.064,,,0,7,3.3,12.5,1
1625,109.174,2.923,0.097,0.074,26,0.28,0.019,-2.969,0.073,-1.463,0.079,,,0,6.6,4.15,13.15,1
1626,246.091,-0.491,0.043,0.03,19,0.284,0.068,-3.037,0.054,3.165,0.052,70.08,,1,8.4,1.8,12.5,1
1627,352.36,-1.503,0.054,0.079,26,0.659,0.042,1.272,0.101,-1.225,0.056,,,0,6.75,3.1,10.95,1
1628,22.461,-1.78,0.066,0.07,19,0.539,0.04,0.17,0.098,-0.451,0.064,-4.71,,1,8.55,2.35,11.15,1
1629,278.648,0.058,0.092,0.062,26,0.397,0.031,-6.004,0.075,3.446,0.07,43.4,,1,6.6,0,12.25,1
1630,10.633,-1.536,0.163,0.093,26,0.731,0.025,1.481,0.11,-1.199,0.045,,,0,6.9,1.25,10.6,1
1631,248.711,0.887,0.071,0.038,26,0.258,0.026,-2.538,0.087,3.633,0.05,76.16,,1,8.75,0.9,13.2,1
1632,111.909,8.476,0.108,0.147,26,0.316,0.098,-2.438,0.148,-1.545,0.149,,,0,6.6,1.2,13,1
1633,302.528,-0.557,0.022,0.041,26,0.305,0.031,-6.836,0.045,-0.324,0.085,-38.09,0.71,3,7.7,5.2,12.25,1
1634,52.338,-4.904,0.145,0.037,26,0.529,0.032,-1.474,0.076,-4.882,0.063,6.02,,1,8.4,0.8,11.2,1
1635,248.19,-2.783,0.013,0.017,26,0.297,0.048,-3.456,0.057,4.94,0.055,51.94,,1,8.45,2.75,12.3,1
1636,103.811,4.809,0.074,0.052,26,0.627,0.032,-2.627,0.078,-2.118,0.051,-31.73,,1,7.7,2.05,10.9,1
1637,317.239,2.139,0.035,0.039,26,0.489,0.045,-3.228,0.108,-2.799,0.111,,,0,7.6,2.2,11.4,1
1638,322.17,-2.983,0.049,0.056,26,0.493,0.041,-4.253,0.062,-4.434,0.061,-36.35,0.87,2,8.7,1.55,11.4,1
1639,103.347,3.073,0.053,0.033,26,0.359,0.041,-1.8,0.063,-2.464,0.084,-52.86,0.62,2,8.4,2.7,12.05,1
1640,112.345,-3.404,0.215,0.088,19,0.432,0.054,-1.56,0.125,-1.096,0.106,,,0,9.1,2.6,12.2,1
1641,83.231,3.106,0.099,0.107,26,0.406,0.061,-2.157,0.124,-5.504,0.088,,,0,7.6,2.75,11.65,1
1642,16.867,-1.416,0.091,0.022,26,0.343,0.03,-0.309,0.088,-2.744,0.048,,,0,6,0.65,12.1,1
1643,305.698,-0.682,0.011,0.008,19,0.205,0.017,-6.851,0.031,-0.984,0.05,,,0,6.7,4.3,13.6,1
1644,87.768,0.857,0.317,0.198,24,0.423,0.063,-3.76,0.093,-4.136,0.066,-15.22,,1,7.75,2.9,12,1
1645,222.402,1.493,0.142,0.079,25,0.328,0.027,-1.458,0.049,0.385,0.053,,,0,8.7,1.25,12.3,1
1646,118.384,-2.334,0.06,0.054,25,0.431,0.036,-2.14,0.039,-1.507,0.049,,,0,8.55,1.5,11.7,1
1647,353.917,-1.353,0.046,0.037,19,0.413,0.045,-0.161,0.083,-0.805,0.054,,,0,7,3.9,11.7,1
1648,333.592,0.062,0.039,0.048,25,0.362,0.032,-0.945,0.055,-1.671,0.067,-50.32,,1,6.65,2.8,12.1,1
1649,315.393,-0.778,0.059,0.027,25,0.339,0.03,-5.313,0.081,-2.649,0.054,,,0,7,2.4,12.1,1
1650,106.425,2.48,0.124,0.049,19,0.439,0.027,-3.124,0.075,-1.63,0.105,,,0,6.55,1.45,11.6,1
1651,349.211,0.772,0.124,0.056,19,0.436,0.058,-0.549,0.124,-2.128,0.067,,,0,6.8,5.4,11.95,1
1652,297.889,-2.457,0.02,0.023,19,0.233,0.046,-6.811,0.076,0.875,0.072,,,0,9.2,2.5,12.7,1
1653,243.973,-1.916,0.048,0.042,19,0.217,0.041,-1.445,0.034,2.857,0.064,,,0,6.95,2.55,13.35,1
1654,192.496,-3.923,0.189,0.075,19,0.732,0.027,1.17,0.058,-2.243,0.106,,,0,7.6,1.05,10.75,1
1655,347.391,-1.259,0.07,0.032,19,0.506,0.047,-0.028,0.076,-1.872,0.06,,,0,6.3,1.1,11.4,1
1656,260.252,-0.975,0.131,0.138,25,0.421,0.035,-4.88,0.072,4.467,0.084,,,0,7.55,3.15,11.7,1
1657,6.241,-12.435,0.11,0.159,19,0.509,0.1,1.738,0.186,-1.328,0.194,-124,,1,9.5,0.6,11.7,1
1658,296.009,0.595,0.034,0.033,19,0.285,0.067,-6.227,0.031,0.789,0.067,,,0,7,1.65,12.7,1
1659,17.659,-0.854,0.014,0.027,19,0.395,0.055,0.34,0.109,-2.048,0.066,,,0,7.15,2.15,11.75,1
1660,320.413,-3.18,0.137,0.087,19,0.395,0.058,-4.385,0.146,-3.781,0.056,,,0,6.3,0.2,12.35,1
1661,216.605,-3.374,0.398,0.177,19,0.441,0.069,-0.131,0.115,-1.666,0.13,,,0,6.9,0.05,11.65,1
1662,241.224,-1.985,0.187,0.082,19,0.304,0.045,-2.015,0.061,3.201,0.037,49.04,,1,8.9,1.35,12.55,1
1663,286.084,1.429,0.081,0.059,19,0.374,0.021,-8.985,0.042,2.715,0.035,-20.09,2.16,4,8.85,1.15,12,1
1664,8.766,-0.598,0.029,0.016,25,0.287,0.019,-1.232,0.091,-2.641,0.041,-7.91,1.36,2,8.15,5.45,12.4,1
1665,260.781,-0.648,0.06,0.06,25,0.454,0.039,-3.226,0.071,2.853,0.05,,,0,8.7,3.7,11.55,1
1666,204.637,-5.247,0.124,0.081,25,0.442,0.043,-0.254,0.059,-2.004,0.082,,,0,7.6,2,11.6,1
1667,162.554,6.124,0.038,0.043,25,0.314,0.028,0.043,0.081,-0.877,0.03,,,0,8.5,2.05,12.25,1
1668,225.749,2.585,0.078,0.085,25,0.247,0.033,-1.064,0.085,1.001,0.104,,,0,8.55,0.55,12.7,1
1669,101.297,-2.906,0.163,0.055,18,0.269,0.039,-3.485,0.108,-3.436,0.08,-97.17,,1,8.65,1.5,12.65,1
1670,72.715,-1.655,0.119,0.188,25,0.478,0.046,-2.146,0.031,-4.638,0.109,,,0,6.8,3.75,11.4,1
1671,274.791,1.862,0.138,0.059,25,0.486,0.032,-5.814,0.045,3.62,0.064,21.05,,1,7.85,1.75,11.45,1
1672,195.379,-3.508,0.173,0.141,25,0.559,0.059,1.223,0.104,-2.219,0.089,28,,1,8.35,2.6,11.5,1
1673,278.809,-2.574,0.06,0.043,25,0.277,0.043,-5.506,0.045,4.514,0.057,19.22,,1,8.75,3.4,12.55,1
1674,311.531,-0.382,0.098,0.069,25,0.517,0.041,-3.642,0.058,-2.978,0.076,91.42,,1,6.3,0.55,11.6,1
1675,14.489,0.47,0.077,0.048,18,0.57,0.039,0.383,0.115,-1.785,0.066,,,0,7,2.25,11.05,1
1676,335.473,-1.176,0.09,0.081,18,0.376,0.033,-1.21,0.043,-2.283,0.073,,,0,6.75,3.95,12.35,1
1677,311.866,2.223,0.082,0.041,25,0.346,0.016,-4.83,0.074,-2.889,0.047,-36.39,,1,8.55,3.05,12.1,1
1678,286.649,2.481,0.119,0.045,25,0.463,0.028,-6.93,0.071,3.915,0.079,,,0,8.55,1.45,11.5,1
1679,248.465,-1.877,0.043,0.035,25,0.32,0.061,-2.949,0.068,2.656,0.055,,,0,7.55,2.35,12.5,1
1680,67.183,-1.136,0.027,0.013,18,0.292,0.023,-3.096,0.086,-4.854,0.069,15.8,2.26,2,8.75,4.95,12.25,1
1681,155.183,-2.125,0.124,0.123,25,0.361,0.041,1.013,0.046,-1.685,0.054,-44.92,,1,8.65,2.85,12,1
1682,84.402,4.427,0.068,0.117,18,0.406,0.021,-2.351,0.083,-5.003,0.068,,,0,7.45,2.1,11.8,1
1683,114.292,-2.636,0.078,0.028,25,0.331,0.023,-3.385,0.031,-2.739,0.092,,,0,6.8,3.7,12.2,1
1684,180.199,-1.139,0.093,0.139,24,0.62,0.041,1.01,0.064,-1.934,0.065,,,0,7.3,1.7,11,1
1685,299.807,1.255,0.074,0.076,18,0.454,0.028,-4.433,0.043,0.309,0.054,-18.79,,1,7.55,1.9,11.7,1
1686,196.202,-6.413,0.189,0.194,24,0.518,0.039,0.354,0.095,-2.889,0.104,,,0,7.6,0.85,11.65,1
1687,236.312,-0.746,0.052,0.114,26,0.273,0.026,-2.056,0.122,2.571,0.1,,,0,7.4,1.5,12.45,1
1688,160.155,0.917,0.041,0.074,24,0.226,0.04,0.294,0.09,-0.449,0.068,,,0,6.55,3.45,13.65,1
1689,303.76,2.56,0.284,0.034,18,0.356,0.037,-6.93,0.053,-0.297,0.08,-26.88,2.58,2,8.5,1.4,12.1,1
1690,327.813,-2.296,0.059,0.056,24,0.468,0.03,-2.323,0.07,-4.092,0.078,,,0,7.5,1.95,11.4,1
1691,6.361,-2.282,0.079,0.047,18,0.508,0.066,1.267,0.1,0.628,0.055,14.69,0.07,3,8.05,3.15,11.35,1
1692,186.646,2.381,0.275,0.059,18,0.372,0.043,0.681,0.115,-1.316,0.072,,,0,8.65,1.35,12.2,1
1693,156.518,-1.671,0.344,0.199,24,0.614,0.089,1.129,0.116,-1.963,0.078,,,0,7.15,1.85,11.1,1
1694,82.281,3.749,0.192,0.089,18,0.478,0.038,-2.784,0.082,-5.067,0.037,,,0,8.4,2.75,11.45,1
1695,69.309,0.236,0.022,0.028,18,0.385,0.036,-3.447,0.068,-5.012,0.053,,,0,7.5,4.2,12.35,1
1696,293.454,-0.754,0.061,0.069,24,0.285,0.053,-5.833,0.044,1.254,0.055,,,0,6.65,2.55,12.75,1
1697,122.488,-7.03,0.056,0.089,30,0.256,0.036,-1.927,0.039,-0.777,0.055,-78.8,3.64,6,8.65,2.5,13.2,1
1698,350.624,2.244,0.145,0.045,24,0.61,0.029,-1.589,0.096,-2.718,0.105,,,0,7.4,3.7,10.95,1
1699,295.231,-0.89,0.06,0.059,24,0.391,0.027,-7.021,0.039,0.882,0.077,,,0,7.5,1.05,11.85,1
1700,49.366,-1.332,0.024,0.054,18,0.285,0.03,-3.074,0.149,-5.884,0.077,,,0,6.3,5.85,13.1,1
1701,158.757,1.118,0.127,0.05,35,0.31,0.063,0.657,0.163,-1.267,0.15,-27.49,,1,8.8,2.7,12,1
1702,348.073,0.023,0.02,0.038,14,0.259,0.029,-1.038,0.06,-2.628,0.058,,,0,6.65,6.8,13.25,1
